T [sec],t [sec],a_x [m/s2],a_y [m/s2],a_z [m/s2]
0.00099945068359375,0.0010051727294921875,-1.6475172,1.0198916,7.84532
0.0009670257568359375,0.0019767284393310547,0.0,-0.0784532,10.983448000000001
0.0009334087371826172,0.002911806106567383,-2.2751428,0.8629851999999999,8.7867584
0.0009543895721435547,0.0038683414459228516,1.1767979999999998,2.5105024,9.2574776
0.0009944438934326172,0.004864931106567383,0.2353596,-0.9414384,7.84532
0.0010645389556884766,0.00593256950378418,1.0983448,2.5105024,10.591182
0.0009906291961669922,0.006924867630004883,1.1767979999999998,-1.96133,10.0420096
0.0009291172027587891,0.007855415344238281,-1.96133,2.4320492,8.1591328
0.0009288787841796875,0.008785724639892578,1.2552512,-2.3535959999999996,11.924886399999998
0.0009248256683349609,0.009711980819702148,-1.6475172,1.8828768,8.7083052
0.0009255409240722656,0.01063847541809082,0.5491724,0.7060788,7.9237732
0.0009233951568603516,0.01156306266784668,-3.2165812,0.7060788,9.7281968
0.0009233951568603516,0.012487411499023438,0.0,0.6276256,10.0420096
0.0009226799011230469,0.01341104507446289,-2.3535959999999996,0.0,8.7867584
0.0009222030639648438,0.014334440231323242,0.2353596,1.1767979999999998,8.1591328
0.0009217262268066406,0.015275955200195312,-0.7060788,2.5105024,7.6884136
0.0009272098541259766,0.0162045955657959,0.4707192,-2.1966896,9.9635564
0.00092315673828125,0.017128944396972656,-2.1182364,4.8640984,6.903881599999999
0.0010199546813964844,0.018152236938476562,0.6276256,-0.6276256,9.414383999999998
0.0010287761688232422,0.019183874130249023,0.6276256,1.2552512,8.7867584
0.0009372234344482422,0.020122766494750977,1.7259703999999998,0.3138128,11.2188076
0.000957489013671875,0.02108287811279297,-2.5105024,-2.6674088,11.2972608
0.0009582042694091797,0.02204298973083496,0.0,0.392266,10.3558224
0.002198457717895508,0.0242464542388916,1.4121576,-1.8828768,10.0420096
0.0011589527130126953,0.025409698486328125,0.0784532,-0.6276256,10.0420096
0.0010573863983154297,0.02647233009338379,-0.7060788,1.8044235999999998,7.9237732
0.0010819435119628906,0.027559280395507812,1.0983448,0.6276256,12.4740588
0.0010960102081298828,0.028658390045166016,0.784532,2.0397832,6.668522
0.0010330677032470703,0.0296938419342041,0.0,0.784532,10.0420096
0.0010533332824707031,0.03074955940246582,1.8044235999999998,-0.0784532,10.198916
0.0009601116180419922,0.03171205520629883,-0.7060788,0.6276256,8.7083052
0.0009329319000244141,0.03264641761779785,-1.8828768,-2.5105024,10.0420096
0.0009489059448242188,0.033597469329833984,0.8629851999999999,2.5105024,8.7867584
0.0009443759918212891,0.03454303741455078,0.9414384,-0.8629851999999999,11.76798
0.0009381771087646484,0.03548264503479004,-1.3337044,0.5491724,8.1591328
0.0009293556213378906,0.03641319274902344,2.1966896,0.0,9.9635564
0.0009262561798095703,0.037340641021728516,-1.6475172,0.9414384,7.5315072
0.0009262561798095703,0.03826785087585449,-1.2552512,-2.5889556,11.2972608
0.0009241104125976562,0.03919339179992676,-0.6276256,-0.0784532,10.6696352
0.0009334087371826172,0.04012799263000488,0.0,-1.96133,9.1005712
0.0010428428649902344,0.04117321968078613,-1.8828768,0.0,9.9635564
0.0009958744049072266,0.04217171669006348,2.5105024,-1.569064,12.081792799999999
0.0009284019470214844,0.04310131072998047,-0.392266,1.3337044,8.7867584
0.0009298324584960938,0.04403257369995117,0.0,0.6276256,11.2972608
0.000926971435546875,0.044960737228393555,-2.2751428,0.0,11.454167199999999
0.0009241104125976562,0.04588580131530762,0.4707192,0.0,11.6110736
0.0009248256683349609,0.04681229591369629,-1.2552512,-0.7060788,9.414383999999998
0.001005411148071289,0.047820091247558594,0.0,0.0,12.552512
0.001003265380859375,0.048825979232788086,0.0,-1.569064,8.1591328
0.000988006591796875,0.04981660842895508,0.0,1.569064,8.394492399999999
0.0010271072387695312,0.05084514617919922,-0.3138128,-1.96133,12.552512
0.0009551048278808594,0.05180191993713379,-1.4121576,0.0,11.846433199999998
0.0009570121765136719,0.05276060104370117,0.4707192,0.1569064,7.5315072
0.0009479522705078125,0.05370974540710449,-0.392266,0.0,11.846433199999998
0.0009272098541259766,0.05463814735412598,0.0,-1.8828768,9.7281968
0.0009288787841796875,0.05556845664978027,1.4121576,1.2552512,10.591182
0.0009276866912841797,0.05649757385253906,0.0,-2.7458620000000002,12.552512
0.0009851455688476562,0.05748438835144043,1.2552512,0.0,10.8265416
0.0009634494781494141,0.05845022201538086,2.1182364,0.6276256,8.394492399999999
0.0009250640869140625,0.05937671661376953,-0.0784532,2.5105024,9.414383999999998
0.0009295940399169922,0.06030774116516113,1.7259703999999998,0.6276256,10.3558224
0.0009238719940185547,0.061232566833496094,0.0,0.0784532,9.9635564
0.0009219646453857422,0.062155723571777344,0.784532,0.0,9.3359308
0.0009224414825439453,0.0630791187286377,-0.1569064,-2.5105024,11.846433199999998
0.0009303092956542969,0.0640113353729248,1.2552512,-1.3337044,12.552512
0.0009245872497558594,0.06493759155273438,-1.0983448,-0.9414384,10.0420096
0.0009222030639648438,0.06586122512817383,-2.2751428,-1.3337044,10.6696352
0.0009238719940185547,0.06680512428283691,-0.8629851999999999,2.5105024,8.394492399999999
0.0009229183197021484,0.06772899627685547,1.8044235999999998,-2.5105024,8.0806796
0.0009236335754394531,0.06865382194519043,-1.2552512,1.1767979999999998,10.0420096
0.0009214878082275391,0.06957650184631348,0.0,1.6475172,8.7867584
0.0009212493896484375,0.07049870491027832,-0.7060788,0.6276256,8.0806796
0.0009217262268066406,0.07142138481140137,1.2552512,-2.5105024,10.7480884
0.0009233951568603516,0.07234597206115723,-1.4906107999999998,-0.2353596,11.924886399999998
0.0009217262268066406,0.07326841354370117,-0.392266,0.0,10.6696352
0.0009219646453857422,0.07419133186340332,-2.0397832,1.2552512,10.6696352
0.0009260177612304688,0.0751190185546875,0.2353596,-0.5491724,7.5315072
0.0009241104125976562,0.07604455947875977,-1.8828768,0.0,11.2972608
0.00092315673828125,0.07696890830993652,1.8828768,-2.4320492,12.552512
0.0009207725524902344,0.07789087295532227,-2.0397832,-0.392266,10.5127288
0.0009207725524902344,0.0788125991821289,0.0,1.2552512,8.7867584
0.0009226799011230469,0.07973623275756836,-1.6475172,0.1569064,8.8652116
0.00092315673828125,0.08066034317016602,1.1767979999999998,-0.0784532,7.9237732
0.0009226799011230469,0.08158445358276367,0.5491724,1.8828768,8.1591328
0.0009224414825439453,0.08250808715820312,0.0,-0.6276256,9.9635564
0.0009210109710693359,0.08343029022216797,0.3138128,0.3138128,11.6110736
0.0009386539459228516,0.08436989784240723,1.6475172,-0.0784532,10.0420096
0.0009217262268066406,0.08529281616210938,0.0,1.2552512,8.4729456
0.0009212493896484375,0.08621501922607422,0.7060788,0.0,9.9635564
0.0009210109710693359,0.08713722229003906,-0.0784532,0.0,11.924886399999998
0.0009243488311767578,0.08806300163269043,-1.0198916,-1.569064,10.0420096
0.0009241104125976562,0.08898782730102539,-1.2552512,-1.3337044,11.2972608
0.0009448528289794922,0.0899345874786377,-1.3337044,0.3138128,8.9436648
0.0009222030639648438,0.09085845947265625,0.6276256,0.0,10.6696352
0.0009226799011230469,0.0917823314666748,1.2552512,-0.392266,11.6895268
0.0009224414825439453,0.09270596504211426,-0.7060788,1.4121576,12.081792799999999
0.0009205341339111328,0.0936279296875,1.2552512,-1.6475172,11.2972608
0.0009207725524902344,0.09454965591430664,-1.3337044,2.8243152,7.6884136
0.00092315673828125,0.0954737663269043,1.569064,0.0,10.0420096
0.0009222030639648438,0.09639716148376465,-0.7060788,-0.9414384,10.3558224
0.0009210109710693359,0.09731936454772949,0.0,0.6276256,10.0420096
0.0009212493896484375,0.09824180603027344,-0.6276256,0.0,11.2972608
0.0009202957153320312,0.09916305541992188,-1.3337044,-0.7060788,10.0420096
0.00092315673828125,0.10008716583251953,-0.2353596,1.2552512,9.1790244
0.0009224414825439453,0.10101079940795898,3.138128,-0.6276256,10.0420096
0.0009210109710693359,0.10193300247192383,-1.4121576,0.2353596,9.9635564
0.0009207725524902344,0.10285520553588867,0.0,0.784532,11.924886399999998
0.00092315673828125,0.10377931594848633,-1.8828768,0.0,10.0420096
0.0009243488311767578,0.1047055721282959,0.0,-1.2552512,10.0420096
0.0009219646453857422,0.10562896728515625,-2.5105024,0.0,11.2972608
0.0009202957153320312,0.10655021667480469,-1.3337044,0.6276256,7.9237732
0.0009226799011230469,0.10747408866882324,-0.1569064,0.392266,10.0420096
0.0009222030639648438,0.10839700698852539,0.0,0.0,9.492837199999999
